date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:20	58680/58680	---M--	200	added ('OK')	application/octet-stream	etag:%2259421850-e538%22	http://freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-stroke.eot?	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-stroked41d.eot	(from http://freetemplatesdownload.in/themes/mannat/css/pe-icon-7-stroke.css)
11:27:20	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:16%20GMT	http://freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-strokebb1d.svg	(from http://freetemplatesdownload.in/themes/mannat/css/pe-icon-7-stroke.css)
11:27:21	58556/58556	---M--	200	added ('OK')	application/octet-stream	etag:%2259421851-e4bc%22	http://freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-strokebb1d.woff	(from http://freetemplatesdownload.in/themes/mannat/css/pe-icon-7-stroke.css)
11:27:21	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:16%20GMT	http://freetemplatesdownload.in/themes/mannat/css/grabbing.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/grabbing.png	(from http://freetemplatesdownload.in/themes/mannat/css/owl.carousel.css)
11:27:21	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:17%20GMT	http://freetemplatesdownload.in/themes/mannat/css/AjaxLoader.gif	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/AjaxLoader.gif	(from http://freetemplatesdownload.in/themes/mannat/css/owl.theme.css)
11:27:22	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:17%20GMT	http://freetemplatesdownload.in/themes/mannat/css/ytp-regular.eot	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/ytp-regular.eot	(from http://freetemplatesdownload.in/themes/mannat/css/YTPlayer.css)
11:27:22	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:18%20GMT	http://freetemplatesdownload.in/themes/mannat/css/ytp-regular.ttf	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/ytp-regular.ttf	(from http://freetemplatesdownload.in/themes/mannat/css/YTPlayer.css)
11:27:22	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:18%20GMT	http://freetemplatesdownload.in/themes/mannat/images/raster.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/raster.png	(from http://freetemplatesdownload.in/themes/mannat/css/YTPlayer.css)
11:27:23	1134/1134	---MC-	400	error ('Bad%20Request')	text/html	date:Tue,%2001%20Aug%202017%2005:57:18%20GMT	http://freetemplatesdownload.in/themes/mannat/images/raster@2x.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/raster@2x.png	(from http://freetemplatesdownload.in/themes/mannat/css/YTPlayer.css)
11:27:23	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:19%20GMT	http://freetemplatesdownload.in/themes/mannat/images/raster_dot.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/raster_dot.png	(from http://freetemplatesdownload.in/themes/mannat/css/YTPlayer.css)
11:27:23	1134/1134	---MC-	400	error ('Bad%20Request')	text/html	date:Tue,%2001%20Aug%202017%2005:57:19%20GMT	http://freetemplatesdownload.in/themes/mannat/images/raster_dot@2x.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/raster_dot@2x.png	(from http://freetemplatesdownload.in/themes/mannat/css/YTPlayer.css)
11:27:24	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:57:20%20GMT	http://freetemplatesdownload.in/themes/mannat/Popover%20requires%20tooltip.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/Popover%20requires%20tooltip.js	(from http://freetemplatesdownload.in/themes/mannat/js/bootstrap.min.js)
11:27:25	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225942184e-286ac%22	http://freetemplatesdownload.in/themes/mannat/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/fonts/fontawesome-webfont3e6e.ttf	(from http://freetemplatesdownload.in/themes/mannat/css/font-awesome.min.css)
11:27:26	58480/58480	---M--	200	added ('OK')	application/octet-stream	etag:%2259421851-e470%22	http://freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/fonts/Pe-icon-7-strokebb1d.ttf	(from http://freetemplatesdownload.in/themes/mannat/css/pe-icon-7-stroke.css)
11:27:35	240468/240468	---M--	200	added ('OK')	image/jpeg	etag:%22594218f2-3ab54%22	http://freetemplatesdownload.in/themes/mannat/images/bg-1.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/bg-1.jpg	(from http://freetemplatesdownload.in/themes/mannat/css/style.css)
